titulo,letra
MEIA NOITE A SEIS,"Se não quiser escutar uma música triste, nem perca seu tempo Bloqueia o celular, vou falar de sentimento De alguém que naquele dia salvou minha noite com um beijo lento E aí fui me envolvendo Bebi o seu amor com gin numa taça de fruta Me embriaguei do beijo, me perdi nas suas curvas Mas tudo era só ilusão É, me amou da meia-noite a seis Eu nem sei seu nome nem seu telefone É, me amou até atender seu ex E sumiu no mundo Me deixou sem rumo, uou Bebi o seu amor com gin numa taça de fruta Me embriaguei do beijo, me perdi nas suas curvas Mas tudo era só ilusão É, me amou da meia-noite a seis Eu nem sei seu nome nem seu telefone É, me amou até atender seu ex E sumiu no mundo Me deixou sem rumo, uou Me amou da meia-noite a seis Eu nem sei seu nome nem seu telefone É, me amou até atender seu ex E sumiu no mundo Me deixou sem rumo Se não quiser escutar uma música triste Nem perca o seu tempo"
Melação (part. Zé Neto e Cristiano),"Sexta-feira, balada cheia, tomando uma de leve Assim, qualquer solteiro esquece De repente a minha pressão desce Do nada, minha ex aparece Chegou de mão dada, dançou com um cara Tava de boa, até que ela me viu Aí que o show começou e a vergonha dela sumiu Quando virou melação, minha superação escorregou e caiu Meu olho derramou saudade Vi beijão e passada de mão que eu não queria ver Pior que ela foi covarde Enfiou a faca no meu coração e acabou de torcer Meu olho derramou saudade Vi beijão e passada de mão que eu não queria ver Pior que ela foi covarde Enfiou a faca no meu coração e acabou de torcer Sha-la-lá, sha-la-la-la-la-lá Sha-la-lá, sha-la-la-la-la-lá Chegou de mão dada, dançou com um cara Tava de boa, até que ela me viu Aí que o show começou e a vergonha dela sumiu Quando virou melação, minha superação escorregou e caiu Meu olho derramou saudade Vi beijão e passada de mão que eu não queria ver Pior que ela foi covarde Enfiou a faca no meu coração e acabou de torcer Meu olho derramou saudade Vi beijão e passada de mão que eu não queria ver Pior que ela foi covarde Enfiou a faca no meu coração e acabou de torcer Sha-la-lá, sha-la-la-la-la-lá Sha-la-lá, sha-la-la-la-la-lá Sha-la-lá, sha-la-la-la-la-lá Sha-la-lá, sha-la-la-la-la-lá"
Memória / Caçador de Corações (pot-pourri),"A minha memória reprisa você tal qual uma tela Sou a chama da vela que quase se apaga com o sopro do ar E se volto ao passado reviro os guardados um tanto inseguro Por saber de verdade que nesse presente você não está Apago as luzes e deixo a porta da frente encostada É que às vezes me perco no tempo pensando que posso te esquecer E a cada manhã é um futuro incerto que não a traz de volta Ao bater nessa porta que nunca fechou pra você Vem, nem que seja em sonho vem Eu te quero de qualquer jeito Eu te quero como for Pois enquanto eu estiver sonhando estará comigo Entre os sonhos, o sonho mais lindo é viver esse amor Entre os sonhos, o sonho mais lindo é viver esse amor Às vezes me pego sozinho pensando em você Me bate a saudade no peito querendo te ver Eu saio entre a multidão de uma rua qualquer Querendo encontrar o seu rosto em outra mulher Mas nada que eu vejo é igual a você Não sinto com as outras o mesmo prazer Tá sempre faltando uma coisa pra me completar Por isso é que eu fico pensando em nós dois Do jeito que era durante e depois O cheiro gostoso do amor solto no ar Cadê você? Onde foi que se escondeu? Sem você eu não sou eu Tudo aqui é solidão Cadê você que não vi por onde andei? Por você eu me tornei caçador de corações"
mendigando amor,"Você acabou com a minha habilidade De sentir amor, sentir amor Fiquei deprê, fui no fundo do poço Pra dar um rolê, só um rolê E arrumei uma namorada Levei ela pra casa, pra quê? Só pra tentar te esquecer E bem na hora errada Tava no auge do meu prazer Errei de nome e chamei você Eu não tô prestando pra amar ninguém, e a culpa é sua Esse coração agora é morador de rua Eu não tô prestando pra amar ninguém, e a culpa é sua Esse coração agora é morador de rua Ai, ai, ai Tá mendigando amor na rua, na rua Ai, ai, ai Tá mendigando amor na rua, na rua E arrumei uma namorada Levei ela pra casa, pra quê? Só pra tentar te esquecer E bem na hora errada Tava no auge do meu prazer Errei de nome e chamei você Eu não tô prestando pra amar ninguém, e a culpa é sua Esse coração agora é morador de rua Eu não tô prestando pra amar ninguém, e a culpa é sua Esse coração agora é morador de rua Eu não tô prestando pra amar ninguém E a culpa é toda sua, todinha Esse coração agora é morador de rua Ai, ai, ai Tá mendigando amor na rua, na rua Ai, ai, ai Tá mendigando amor na rua, na rua"
Menina,"Sexta-feira, céu de lua Onze e meia, mesma esquina Tô chegando, nem se arruma Temos pouco tempo, menina É uma pena ter que ser assim, escondido Nosso amor tão puro tá correndo perigo Só porque eu não sou da sua classe social Eu não tenho dinheiro, mas eu tenho um coração Um dia eu vou pagar as conta com esse violão Segura na minha mão e vamo junto até o final Eles vão ter que respeitar E todo mundo aqui vai respeitar A menina da rua de cima E o carinha da rua de baixo Se encontraram na rua do meio Espalhando amor pelo bairro A menina da rua de cima E o carinha da rua de baixo Se encontraram na rua do meio Espalhando amor pelo bairro E nunca mais largou Sexta-feira, céu de lua Onze e meia, mesma esquina Tô chegando, nem se arruma Temos pouco tempo, menina É uma pena ter que ser assim, escondido Nosso amor tão puro tá correndo perigo Só porque eu não sou da sua classe social Eu não tenho dinheiro, mas eu tenho um coração Um dia eu vou pagar as conta com esse violão Segura na minha mão e vamo junto até o final E eles vão ter que respeitar E todo mundo aqui vai respeitar A menina da rua de cima E o carinha da rua de baixo Se encontraram na rua do meio Espalhando amor pelo bairro A menina da rua de cima E o carinha da rua de baixo Se encontraram na rua do meio Espalhando amor pelo bairro E nunca mais largou A menina da rua de cima E o carinha da rua de baixo Se encontraram na rua do meio Espalhando amor pelo bairro E nunca mais largou"
Mesmo Sem Estar (part. Sandy),"Eu tô na preguiça que sempre te dá Quando olha no relógio e já passou das seis Eu tô na playlist do teu celular Escondido na história da música três Tô no teu reflexo no espelho, no teu travesseiro Sonho, pesadelo E quando acordar, eu tô aí Mesmo sem estar Tô naquela fome louca de manhã Na vontade de comer besteira no café Tô naquela blusa que eu sei que é azul Só pra me irritar, insiste em dizer que não é Tô na solidão do elevador No teu cobertor, no filme de amor Seja onde for, eu tô aí Mesmo sem estar Uh, uh, uh, uh, uh Saiba que eu sempre tô aí Uh, uh, uh, uh, uh Saiba que eu sempre tô aí Uh, uh, uh, uh, uh Mesmo sem estar Que tal apostar A gente não se fala mais por um mês Você vai ver que o tempo não muda nada, nada Nada, nada Eu tô aí Mesmo sem estar Eu tô na preguiça que sempre te dá Quando olha no relógio e já passou das seis Eu tô na playlist do teu celular Escondido na história da música três No teu reflexo no espelho, no teu travesseiro Sonho e pesadelo E quando acordar, eu tô aí Mesmo sem estar Tô naquela fome louca de manhã Na vontade de comer besteira no café Tô naquela blusa que eu sei que é azul Só pra me irritar, insiste em dizer que não é Tô na solidão do elevador No teu cobertor, no filme de amor Seja onde for, eu tô aí Mesmo sem estar Uh, uh, uh, uh, uh Saiba que eu sempre tô aí Uh, uh, uh, uh, uh Saiba que eu sempre tô aí Uh, uh, uh, uh, uh Mesmo sem estar Que tal apostar A gente não se fala mais por um mês Você vai ver que o tempo não muda nada, nada Nada, nada Eu tô aí Mesmo sem estar Que tal apostar A gente não se fala mais por um mês Você vai ver que o tempo não muda nada (nada), nada Eu tô aí Mesmo sem estar"
Meteoro,"Te dei o sol, te dei o mar Pra ganhar seu coração Você é raio de saudade Meteoro da paixão Explosão de sentimentos Que eu não pude acreditar Ah! Como é bom poder te amar! Depois que eu te conheci fui mais feliz Você é exatamente o que eu sempre quis Ela se encaixa perfeitamente em mim O nosso quebra-cabeça teve fim Se for sonho, não me acorde Eu preciso flutuar Pois só quem sonha Consegue alcançar Te dei o sol, te dei o mar Pra ganhar seu coração Você é raio de saudade Meteoro da paixão Explosão de sentimentos Que eu não pude acreditar Ah! Como é bom poder te amar! Depois que eu te conheci fui mais feliz Você é exatamente o que eu sempre quis Ela se encaixa perfeitamente em mim O nosso quebra-cabeça teve fim Se for sonho, não me acorde Eu preciso flutuar Pois só quem sonha Consegue alcançar Te dei o sol, te dei o mar Pra ganhar seu coração Você é raio de saudade Meteoro da paixão Explosão de sentimentos Que eu não pude acreditar Ah! Como é bom poder te amar! Tão veloz quanto a luz Pelo universo eu viajei Vem! Me guia, me conduz E pra sempre te amarei Te dei o sol, te dei o mar Pra ganhar seu coração Você é raio de saudade Meteoro da paixão Explosão de sentimentos Que eu não pude acreditar Ah! Como é bom poder te amar! Te dei o sol, te dei o mar Pra ganhar seu coração Você é raio de saudade Meteoro da paixão Explosão de sentimentos Que eu não pude acreditar Ah! Como é bom poder te amar! Ah! Como é bom poder te amar!"
Meu Anjo,Eu achava que era um sonho Quando olhei para os seus lindos olhos Não sabia que um dia Poderia acabar tudo assim Naquela tarde de sábado Algo estranho eu percebi E naqueles seus lindos olhos Aquele brilho eu não vi Nós estávamos sentados em um banco Quando aquela história eu ouvi Que o meu grande amor Sairia de perto de mim E hoje sozinho no quarto Me deparo pensando em ti Perguntando onde estaria meu anjo Que um dia levaram daqui Mais agora eu digo Ficarei aqui sem te esquecer Você pode estar longe Mas meu amor irá viver Mas se você voltar Estarei aqui te esperando Sempre de braços abertos e o coração te amando Mas agora eu digo Estarei aqui te esperando Sempre de braços abertos e o coração te amando!
Meu Destino,"Parece que o mundo parou de girar Quando você me olhou e me fez sonhar Me apaixonei E nesse momento parece que o mar e as estrelas do céu Puderam me ver te amar Me entreguei e senti A magia do amor sobre mim E agora não tem quem arranque Você de dentro do meu coração Você é minha fantasia, meu sonho lindo, minha ilusão Eu esperei a hora que eu pudesse te dizer O meu destino é pra sempre amar você!"
meu investimento,"Não, não, põe de volta a blusa Desce do carro, não me provoca Que eu não sou mais eu Tomamos vinho demais Tire suas mãos de mim Se começar, não tem freio E depois vai ser pior Cinco minutos nesse carro E eu não respondo por mim Agora parece tão fácil Mas, depois, vai ser ruim Se a gente ficar agora Cê não vai lembrar desse momento Me liga quando tiver sóbria Se ainda estiver querendo Vamo deixar pra amanhã Eu não quero tirar proveito Eu tô pensando no futuro Você é meu investimento Cinco minutos nesse carro E eu não respondo por mim Agora parece tão fácil Mas, depois, vai ser ruim E se a gente ficar agora Cê não vai lembrar desse momento Me liga quando tiver sóbria Se ainda estiver querendo Vamo deixar pra amanhã Eu não quero tirar proveito Eu tô pensando no futuro Você é meu investimento E se a gente ficar agora Cê não vai lembrar desse momento Me liga quando tiver sóbria Se ainda estiver querendo Vamo deixar pra amanhã Eu não quero tirar proveito Eu tô pensando no futuro Você é meu investimento"
Meu Melhor Lugar (part. Fernando & Sorocaba e JetLag Music),Se eu tiver que escolher Alguém em um lugar Esse alguém é você E o lugar não importa Eu nem ia dormir Pra não desperdiçar Você perto de mim Me avisa se eu exagerar É que eu tô quase pra colocar A foto de nós dois na minha identidade Pra não ter perigo de sentir saudade Já te amo tanto e ainda não é tudo Que eu tenho pra te amar Na sua frente De costas pro mundo É o meu melhor lugar Já te amo tanto e ainda não é tudo Que eu tenho pra te amar Na sua frente De costas pro mundo É o meu melhor lugar O meu melhor lugar O meu melhor lugar O meu melhor lugar O meu melhor lugar O meu melhor lugar Se eu tiver que escolher Alguém em um lugar Esse alguém é você E o lugar não importa Eu nem ia dormir Pra não desperdiçar Você perto de mim Me avisa se eu exagerar É que eu tô quase pra colocar A foto de nós dois na minha identidade Pra não ter perigo de sentir saudade Já te amo tanto e ainda não é tudo Que eu tenho pra te amar Na sua frente De costas pro mundo É o meu melhor lugar Já te amo tanto e ainda não é tudo Que eu tenho pra te amar Na sua frente De costas pro mundo É o meu melhor lugar O meu melhor lugar O meu melhor lugar O meu melhor lugar O meu melhor lugar O meu melhor lugar O meu melhor lugar O meu melhor lugar
"Meu Menino, Minha Menina (part. Belinda)","O que é que você viu em mim? No me preguntes porqué no lo sé De repente me sentí así Enamorada por ti! Mas a gente pouco se falou Foi coisa tão profissional Yo concuerdo contigo Y creo que eso no es normal! De repente você me liga Diz coisas lindas de amor Eu confesso que adorei E que foi a primeira vez Que alguém me encantou! Tu manera, tu sonrisa Tu apariencia de niño que me agrada Tu encanto, tu pedido Y tu voz avergonzada al disculparte Tu timidez me encanta, y te voy a confesar Que el deseo de que me llames me asusta! Seu jeito, seu sorriso Sua forma de menina de me agradar Seu charme, seu pedido Sua voz tão constrangida ao se desculpar Sua timidez me encanta, e eu vou te confessar Que a ânsia de esperar você ligar me assusta!"
